0.00,0,0
2.00,0,0
4.00,0,0
7.00,0,0
9.00,0,0
11.00,0,0
13.00,0,0
15.00,0,0
17.00,0,0
19.00,0,0
21.00,0,0
23.00,0,0
25.00,0,0
27.00,0,0
29.00,0,0
31.00,0,0
33.00,0,0
35.00,0,0
37.00,0,0
39.00,0,0
41.00,0,0
43.00,0,0
45.00,0,0
47.00,0,0
50.00,0,0
52.00,0,0
54.00,0,0
56.00,0,0
58.00,0,0
60.00,0,0
62.00,0,0
64.00,0,0
66.00,0,0
68.00,0,0
70.00,0,0
72.00,0,0
74.00,0,0
76.00,0,0
78.00,0,0
80.00,0,0
82.00,0,0
84.00,0,0
86.00,0,0
88.00,0,0
90.00,0,0
93.00,0,0
95.00,0,0
97.00,0,0
99.00,0,0
101.00,0,0
103.00,0,0
105.00,0,0
107.00,0,0
109.00,0,0
111.00,0,0
113.00,0,0
115.00,0,0
117.00,0,0
119.00,0,0
121.00,0,0
123.00,0,0
125.00,0,0
127.00,0,0
129.00,0,0
131.00,0,0
133.00,0,0
136.00,0,0
138.00,0,0
140.00,0,0
142.00,0,0
144.00,0,0
146.00,0,0
148.00,0,0
150.00,0,0
152.00,0,0
154.00,0,0
156.00,0,0
158.00,0,0
160.00,0,0
162.00,0,0
164.00,0,0
166.00,0,0
168.00,0,0
170.00,0,0
172.00,0,0
174.00,0,0
176.00,0,0
179.00,0,0
181.00,0,0
183.00,0,0
185.00,0,0
187.00,0,0
189.00,0,0
191.00,0,0
193.00,0,0
195.00,0,0
197.00,0,0
199.00,0,0
201.00,0,0
203.00,0,0
205.00,0,0
207.00,0,0
209.00,0,0
211.00,0,0
213.00,0,0
215.00,0,0
217.00,0,0
219.00,0,0
222.00,0,0
224.00,0,0
226.00,0,0
228.00,0,0
230.00,0,0
232.00,0,0
234.00,0,0
236.00,0,0
238.00,0,0
240.00,0,0
242.00,0,0
244.00,0,0
246.00,0,0
248.00,0,0
250.00,0,0
252.00,0,0
254.00,0,0
256.00,0,0
258.00,0,0
260.00,0,0
263.00,0,0
265.00,0,0
267.00,0,0
269.00,0,0
271.00,0,0
273.00,0,0
275.00,0,0
277.00,0,0
279.00,0,0
281.00,0,0
283.00,0,0
285.00,0,0
287.00,0,0
289.00,0,0
291.00,0,0
293.00,0,0
295.00,0,0
297.00,0,0
299.00,0,0
301.00,0,0
303.00,0,0
306.00,0,0
308.00,0,0
310.00,0,0
312.00,0,0
314.00,0,0
316.00,0,0
318.00,0,0
320.00,0,0
322.00,0,0
324.00,0,0
326.00,0,0
328.00,0,0
330.00,0,0
332.00,0,0
334.00,0,0
336.00,0,0
338.00,0,0
340.00,0,0
342.00,0,0
344.00,0,0
346.00,0,0
349.00,0,0
351.00,0,0
353.00,0,0
355.00,0,0
357.00,0,0
359.00,0,0
361.00,0,0
363.00,0,0
365.00,0,0
367.00,0,0
369.00,0,0
371.00,0,0
373.00,0,0
375.00,0,0
377.00,0,0
379.00,0,0
381.00,0,0
383.00,0,0
385.00,0,0
387.00,0,0
389.00,0,0
392.00,0,0
394.00,0,0
396.00,0,0
398.00,0,0
400.00,0,0
402.00,0,0
404.00,0,0
406.00,0,0
408.00,0,0
410.00,0,0
412.00,0,0
414.00,0,0
416.00,0,0
418.00,0,0
420.00,0,0
422.00,0,0
424.00,0,0
426.00,0,0
428.00,0,0
430.00,0,0
432.00,0,0
435.00,0,0
437.00,0,0
439.00,0,0
441.00,0,0
443.00,0,0
445.00,0,0
447.00,0,0
449.00,0,0
451.00,0,0
453.00,0,0
455.00,0,0
457.00,0,0
459.00,0,0
461.00,0,0
463.00,0,0
465.00,0,0
467.00,0,0
469.00,0,0
471.00,0,0
473.00,0,0
475.00,0,0
478.00,0,0
480.00,0,0
482.00,0,0
484.00,0,0
486.00,0,0
488.00,0,0
490.00,0,0
492.00,0,0
494.00,0,0
496.00,0,0
498.00,0,0
500.00,0,0
502.00,0,0
504.00,0,0
506.00,0,0
508.00,0,0
510.00,0,0
512.00,0,0
514.00,0,0
516.00,0,0
519.00,0,0
521.00,0,0
523.00,0,0
525.00,0,0
527.00,0,0
529.00,0,0
531.00,0,0
533.00,0,0
535.00,0,0
537.00,0,0
539.00,0,0
541.00,0,0
543.00,0,0
545.00,0,0
547.00,0,0
549.00,0,0
551.00,0,0
553.00,0,0
555.00,0,0
557.00,0,0
559.00,0,0
562.00,0,0
564.00,0,0
566.00,0,0
568.00,0,0
570.00,0,0
572.00,0,0
