0.00,0,0
2.00,0,0
4.00,0,0
6.00,0,0
8.00,0,0
10.00,0,0
12.00,0,0
14.00,0,0
16.00,0,0
19.00,0,0
21.00,0,0
23.00,0,0
25.00,0,0
27.00,0,0
29.00,0,0
31.00,0,0
33.00,0,0
35.00,0,0
37.00,0,0
39.00,0,0
41.00,0,0
43.00,0,0
45.00,0,0
47.00,0,0
49.00,0,0
51.00,0,0
53.00,0,0
55.00,0,0
57.00,0,0
59.00,0,0
62.00,0,0
64.00,0,0
66.00,0,0
68.00,0,0
70.00,0,0
72.00,0,0
74.00,0,0
76.00,0,0
78.00,0,0
80.00,0,0
82.00,0,0
84.00,0,0
86.00,0,0
88.00,0,0
90.00,0,0
92.00,0,0
94.00,0,0
96.00,0,0
98.00,0,0
100.00,0,0
102.00,0,0
105.00,0,0
107.00,0,0
109.00,0,0
111.00,0,0
113.00,0,0
115.00,0,0
117.00,0,0
119.00,0,0
121.00,0,0
123.00,0,0
125.00,0,0
127.00,0,0
129.00,0,0
131.00,0,0
133.00,0,0
135.00,0,0
137.00,0,0
139.00,0,0
141.00,0,0
143.00,0,0
145.00,0,0
148.00,0,0
150.00,0,0
152.00,0,0
154.00,0,0
156.00,0,0
158.00,0,0
160.00,0,0
162.00,0,0
164.00,0,0
166.00,0,0
168.00,0,0
170.00,0,0
172.00,0,0
174.00,0,0
176.00,0,0
178.00,0,0
180.00,0,0
182.00,0,0
184.00,0,0
186.00,0,0
188.00,0,0
191.00,0,0
193.00,0,0
195.00,0,0
197.00,0,0
199.00,0,0
201.00,0,0
203.00,0,0
205.00,0,0
207.00,0,0
209.00,0,0
211.00,0,0
213.00,0,0
215.00,0,0
217.00,0,0
219.00,0,0
221.00,0,0
223.00,0,0
225.00,0,0
227.00,0,0
229.00,0,0
231.00,0,0
234.00,0,0
236.00,0,0
238.00,0,0
240.00,0,0
242.00,0,0
244.00,0,0
246.00,0,0
248.00,0,0
250.00,0,0
252.00,0,0
254.00,0,0
256.00,0,0
258.00,0,0
260.00,0,0
262.00,0,0
264.00,0,0
266.00,0,0
268.00,0,0
270.00,0,0
272.00,0,0
275.00,0,0
277.00,0,0
279.00,0,0
281.00,0,0
283.00,0,0
285.00,0,0
287.00,0,0
289.00,0,0
291.00,0,0
293.00,0,0
295.00,0,0
297.00,0,0
299.00,0,0
301.00,0,0
303.00,0,0
305.00,0,0
307.00,0,0
309.00,0,0
311.00,0,0
313.00,0,0
315.00,0,0
318.00,0,0
320.00,0,0
322.00,0,0
324.00,0,0
326.00,0,0
328.00,0,0
330.00,0,0
332.00,0,0
334.00,0,0
336.00,0,0
338.00,0,0
340.00,0,0
342.00,0,0
344.00,0,0
346.00,0,0
348.00,0,0
350.00,0,0
352.00,0,0
354.00,0,0
356.00,0,0
358.00,0,0
361.00,0,0
363.00,0,0
365.00,0,0
367.00,0,0
369.00,0,0
371.00,0,0
373.00,0,0
375.00,0,0
377.00,0,0
379.00,0,0
381.00,0,0
383.00,0,0
385.00,0,0
387.00,0,0
389.00,0,0
391.00,0,0
393.00,0,0
395.00,0,0
397.00,0,0
399.00,0,0
401.00,0,0
404.00,0,0
406.00,0,0
408.00,0,0
410.00,0,0
412.00,0,0
414.00,0,0
416.00,0,0
418.00,0,0
420.00,0,0
422.00,0,0
424.00,0,0
426.00,0,0
428.00,0,0
430.00,0,0
432.00,0,0
434.00,0,0
436.00,0,0
438.00,0,0
440.00,0,0
442.00,0,0
444.00,0,0
447.00,0,0
449.00,0,0
451.00,0,0
453.00,0,0
455.00,0,0
457.00,0,0
459.00,0,0
461.00,0,0
463.00,0,0
465.00,0,0
467.00,0,0
469.00,0,0
471.00,0,0
473.00,0,0
475.00,0,0
477.00,0,0
479.00,0,0
481.00,0,0
483.00,0,0
485.00,0,0
487.00,0,0
490.00,0,0
492.00,0,0
494.00,0,0
496.00,0,0
498.00,0,0
500.00,0,0
502.00,450,0
504.00,450,0
506.00,450,0
508.00,450,0
510.00,447,1
512.00,447,1
514.00,447,1
516.00,444,2
518.00,444,3
520.00,441,3
522.00,438,4
524.00,438,5
526.00,435,5
528.00,432,6
531.00,429,7
533.00,426,8
535.00,423,9
537.00,420,11
539.00,417,12
541.00,411,13
543.00,408,14
545.00,405,16
547.00,402,17
549.00,396,18
551.00,393,20
553.00,387,21
555.00,381,23
557.00,378,25
559.00,372,26
561.00,369,28
563.00,363,30
565.00,357,31
567.00,351,33
569.00,345,35
571.00,339,37
